Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FS,Suite of Food Security Indicators,2,Afghanistan,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2008,2008,kcal/capita/day,28,F,FAO estimate
FS,Suite of Food Security Indicators,2,Afghanistan,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2009,2009,kcal/capita/day,24,F,FAO estimate
FS,Suite of Food Security Indicators,2,Afghanistan,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2010,2010,kcal/capita/day,20,F,FAO estimate
FS,Suite of Food Security Indicators,2,Afghanistan,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2011,2011,kcal/capita/day,19,F,FAO estimate
FS,Suite of Food Security Indicators,2,Afghanistan,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2012,2012,kcal/capita/day,24,F,FAO estimate
FS,Suite of Food Security Indicators,2,Afghanistan,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2013,2013,kcal/capita/day,34,F,FAO estimate
FS,Suite of Food Security Indicators,2,Afghanistan,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2014,2014,kcal/capita/day,,NA,Not applicable
FS,Suite of Food Security Indicators,2,Afghanistan,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2015,2015,kcal/capita/day,,NA,Not applicable
FS,Suite of Food Security Indicators,2,Afghanistan,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2016,2016,kcal/capita/day,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),19992001,1999-2001,%,59,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20002002,2000-2002,%,59.3,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20012003,2001-2003,%,60.1,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20022004,2002-2004,%,60.7,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20032005,2003-2005,%,63.1,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20042006,2004-2006,%,63.6,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20052007,2005-2007,%,63.7,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20062008,2006-2008,%,60.4,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20072009,2007-2009,%,58.1,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20082010,2008-2010,%,55.2,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20092011,2009-2011,%,54,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20102012,2010-2012,%,53.3,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20112013,2011-2013,%,53.9,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20122014,2012-2014,%,55.3,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20132015,2013-2015,%,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20142016,2014-2016,%,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20152017,2015-2017,%,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),19992001,1999-2001,%,91,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20002002,2000-2002,%,77,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20012003,2001-2003,%,66,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20022004,2002-2004,%,63,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20032005,2003-2005,%,60,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20042006,2004-2006,%,56,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20052007,2005-2007,%,53,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20062008,2006-2008,%,49,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20072009,2007-2009,%,47,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20082010,2008-2010,%,47,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20092011,2009-2011,%,43,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20102012,2010-2012,%,38,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20112013,2011-2013,%,33,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20122014,2012-2014,%,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20132015,2013-2015,%,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20142016,2014-2016,%,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20152017,2015-2017,%,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2000,2000,index,-0.65,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2001,2001,index,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2002,2002,index,-0.39,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2003,2003,index,-0.33,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2004,2004,index,-0.45,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2005,2005,index,-0.49,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2006,2006,index,-0.48,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2007,2007,index,-0.2,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2008,2008,index,-0.03,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2009,2009,index,-0.05,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2010,2010,index,-0.19,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2011,2011,index,-0.29,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2012,2012,index,-0.16,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2013,2013,index,0.05,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2014,2014,index,0.45,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2015,2015,index,0.36,X,"International reliable sources (USDA, WTO, World Bank, IMF, UNICEF, UNSD)"
FS,Suite of Food Security Indicators,3,Albania,6125,Value,21032,Political stability and absence of violence/terrorism (index),2016,2016,index,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2000,2000,kcal/capita/day,56,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2001,2001,kcal/capita/day,61,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2002,2002,kcal/capita/day,31,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2003,2003,kcal/capita/day,43,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2004,2004,kcal/capita/day,47,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2005,2005,kcal/capita/day,49,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2006,2006,kcal/capita/day,46,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2007,2007,kcal/capita/day,47,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2008,2008,kcal/capita/day,28,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2009,2009,kcal/capita/day,29,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2010,2010,kcal/capita/day,28,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2011,2011,kcal/capita/day,35,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2012,2012,kcal/capita/day,39,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2013,2013,kcal/capita/day,22,F,FAO estimate
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2014,2014,kcal/capita/day,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2015,2015,kcal/capita/day,,NA,Not applicable
FS,Suite of Food Security Indicators,3,Albania,6128,Value,21031,Per capita food supply variability (kcal/capita/day),2016,2016,kcal/capita/day,,NA,Not applicable
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),19992001,1999-2001,%,7.4,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20002002,2000-2002,%,7.8,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20012003,2001-2003,%,8.9,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20022004,2002-2004,%,10.2,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20032005,2003-2005,%,11.7,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20042006,2004-2006,%,12.6,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20052007,2005-2007,%,13.5,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20062008,2006-2008,%,13.9,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20072009,2007-2009,%,14.2,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20082010,2008-2010,%,14.7,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20092011,2009-2011,%,15.2,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20102012,2010-2012,%,15.9,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20112013,2011-2013,%,16.4,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20122014,2012-2014,%,17.2,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20132015,2013-2015,%,,NA,Not applicable
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20142016,2014-2016,%,,NA,Not applicable
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21034,Percentage of arable land equipped for irrigation (%) (3-year average),20152017,2015-2017,%,,NA,Not applicable
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),19992001,1999-2001,%,15,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20002002,2000-2002,%,13,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20012003,2001-2003,%,12,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20022004,2002-2004,%,12,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20032005,2003-2005,%,12,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20042006,2004-2006,%,9,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20052007,2005-2007,%,8,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20062008,2006-2008,%,7,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20072009,2007-2009,%,8,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20082010,2008-2010,%,10,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20092011,2009-2011,%,10,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20102012,2010-2012,%,11,F,FAO estimate
FS,Suite of Food Security Indicators,4,Algeria,6121,Value,21033,Value of food imports over total merchandise exports (%) (3-year average),20112013,2011-2013,%,11,F,FAO estimate
